username,timestamp,text,team,sentiment,confidence,roberta_raw_outputs
Mike Stauner,2024-11-08T01:33:58.000Z,These sorry asses have *ONE* good season in the past 30 years and suddenly dudes think they get to talk shit The packers have won the division 15 times in the past 30 seasons. The NFC North has and will continue to run through Green Bay.,Green Bay Packers,negative,0.8758423924446106,"[0.8758423924446106, 0.1052134782075882, 0.01894422434270382]"
NorgeDan,2024-11-08T01:13:20.000Z,LOL literally none. I split time between rural Missouri & in a pueblo in Yucatán but my teams are in North London (Arsenal WFC) LA (Angel City) Tuscaloosa Alabama (I'm an alumnus; Roll Tide) Spokane WA (Gonzaga) & Green Bay WI (Packers obvs).,Green Bay Packers,neutral,0.7670970559120178,"[0.05316125974059105, 0.7670970559120178, 0.17974169552326202]"
Packerfan Total Access- Clayton,2024-11-08T01:01:05.000Z,Packers Total Access Live | Green Bay Packers News Today | NFL News,Green Bay Packers,neutral,0.9146998524665833,"[0.004112001974135637, 0.9146998524665833, 0.0811881497502327]"
Stevens Point Journal,2024-11-08T01:00:43.000Z,Green Bay Packers seeking nominees to be their 27th FAN Hall of Fame member,Green Bay Packers,neutral,0.9037067294120789,"[0.004993765614926815, 0.9037067294120789, 0.09129957109689713]"
BowTiedYukon,2024-11-08T00:55:20.000Z,Brett Favre stared at QB for the Green Bay Packers the day after his father passed away He completed 22 of 30 passes Threw for 399 yards 4 Touchdowns And won the game 41-7 Ended the game to a standing ovation from the home crowd of the Oakland Raiders This queef can’t,Green Bay Packers,neutral,0.5707162022590637,"[0.028781607747077942, 0.5707162022590637, 0.40050220489501953]"
Green Bay Packers,2024-11-07T23:00:01.000Z,"""I always tell myself to never give up on the play."" Go 1-on-1 with Josh Jacobs.",Green Bay Packers,neutral,0.7351250648498535,"[0.009319910779595375, 0.7351250648498535, 0.25555500388145447]"
Green Bay Packers,2024-11-07T22:55:14.000Z,TNF Lineup. Likely is out now Hunter is starting,Green Bay Packers,neutral,0.9358735680580139,"[0.028365321457386017, 0.9358735680580139, 0.03576105087995529]"
Skankhunt42,2024-11-07T22:53:50.000Z,You cannot be a Green Bay Packers fan and a Chicago Bears fan at the same time. You cannot root for both the Cowboys and Redskins at the same game. You cannot wear a Yankees tshirt with a Boston Red Socks cap at the same time.,Green Bay Packers,neutral,0.5008670687675476,"[0.45795124769210815, 0.5008670687675476, 0.04118167981505394]"
Green Bay Packers,2024-11-07T22:52:14.000Z,We have dropped Jake Bates and added DICKER THE KICKER!! He will pair up with Chargers Herbert and Ladd to build a stack.,Green Bay Packers,neutral,0.8345583081245422,"[0.009280065074563026, 0.8345583081245422, 0.1561616063117981]"
Green Bay Packers,2024-11-07T22:47:44.000Z,The Packers have added The Jaguars defense and waived the Saints Defense. The Jags defense is ranked 26 and face the Vikings.,Green Bay Packers,neutral,0.9366894960403442,"[0.00729740783572197, 0.9366894960403442, 0.05601300671696663]"
The Post-Crescent,2024-11-07T22:30:30.000Z,It was a sharp pivot from the Green Bay Packers’ standard procedure when they signed four free agents in 24 hours in 2019. All four are now gone.,Green Bay Packers,neutral,0.7614081501960754,"[0.20989614725112915, 0.7614081501960754, 0.028695708140730858]"
Jacob Fox,2024-11-07T22:29:35.000Z,Packers players: Bears Vikings and Lions players: “Fuck Green Bay and their fans they’re all losers even though the packers have four times as many superbowls as the rest of us combined.”,Green Bay Packers,negative,0.8286934494972229,"[0.8286934494972229, 0.13934241235256195, 0.03196411207318306]"
Rick,2024-11-07T20:39:33.000Z,Green Bay Packers Fans and Trump supporters are very much alike Packers fans when they lose the refs this or that Trump people it's rigged blah blah Packers fans when they win were the best n you suck Trump fans when they win an election keep talking shit & making fun of people,Green Bay Packers,negative,0.7257108688354492,"[0.7257108688354492, 0.20807644724845886, 0.06621269136667252]"
Robert Zizzo,2024-11-07T20:30:08.000Z,We’ve weighed in now here’s your chance to grade the Green Bay #Packers at midseason.,Green Bay Packers,neutral,0.9206875562667847,"[0.015268964692950249, 0.9206875562667847, 0.06404353678226471]"
"Kyle, Brust, and Nortman",2024-11-07T20:28:36.000Z,. #Packers reporter has his four things Green Bay needs to fix to make a run for the playoffs. What is your biggest thing the #Packers at 6-3 need to fix coming out of their BYE week?,Green Bay Packers,neutral,0.8793752789497375,"[0.03280870243906975, 0.8793752789497375, 0.08781605213880539]"
Oshkosh Northwestern,2024-11-07T20:00:27.000Z,Here's where the Green Bay Packers sit in NFL Week 10 power rankings,Green Bay Packers,neutral,0.9464050531387329,"[0.010997215285897255, 0.9464050531387329, 0.042597610503435135]"
All Steelers,2024-11-07T20:00:00.000Z,NEW #Steelers LB Preston Smith discusses why he requested a trade from the Green Bay Packers #HereWeGo,Green Bay Packers,neutral,0.9251009225845337,"[0.009919253177940845, 0.9251009225845337, 0.06497979164123535]"
Jnava19,2024-11-07T19:54:53.000Z,NFL Week 10 Power Rankings 1 Kansas City Chiefs 2 Detroit Lions 3 Baltimore Ravens 4 Buffalo Bills 5 San Francisco 49ers 6 Philadelphia Eagles 7 Pittsburgh Steelers 8 Green Bay Packers 9 Minnesota Vikings 10 Washington Commanders,Green Bay Packers,neutral,0.9216449856758118,"[0.008366524241864681, 0.9216449856758118, 0.06998850405216217]"
Green Bay Packers,2024-11-07T19:15:00.000Z,"""You need to make sure you're intentional about your work and you're focused in the moment."" Join Head Coach Matt LaFleur and Larry McCarren as they recap the Packers' Week 9 matchup with the Detroit Lions.",Green Bay Packers,neutral,0.7366229891777039,"[0.005350989755243063, 0.7366229891777039, 0.2580259442329407]"
RetroPatriots,2024-11-07T18:28:03.000Z,Countdown to Week 10. Green Bay Packers at New England Patriots - November 18th 1973. #NEPats comeback from 24-9 down to beat #Packers 33-24,Green Bay Packers,neutral,0.834139883518219,"[0.0053919716738164425, 0.834139883518219, 0.16046811640262604]"
Green Bay Packers,2024-11-07T18:00:02.000Z,The unsolved mystery of Packers imposter Dolly Gray,Green Bay Packers,neutral,0.7748326063156128,"[0.1981995552778244, 0.7748326063156128, 0.026967808604240417]"
Father Son Packers Podcast,2024-11-07T17:53:34.000Z,New episode out! Listen as Tommy and Matt take a deep dive into the #Packers loss to the #Lions. What went right what went wrong and what needs to change for Green Bay moving forward #GoPackGo,Green Bay Packers,neutral,0.8477793335914612,"[0.061466507613658905, 0.8477793335914612, 0.09075415879487991]"
Packers coverage by Acme Packing Co.,2024-11-07T17:35:41.000Z,Packers Film Room: Even more times Green Bay’s WRs let the team down in Week 9,Green Bay Packers,negative,0.7719001173973083,"[0.7719001173973083, 0.21127289533615112, 0.016827022656798363]"
Aslan's_Warrior,2024-11-07T17:09:12.000Z,Bwahahahahahaha !!!! Yes Green Bay Packers suck !!!,Green Bay Packers,negative,0.873559296131134,"[0.873559296131134, 0.08173181861639023, 0.04470886290073395]"
Packers coverage by Acme Packing Co.,2024-11-07T17:01:11.000Z,Packers Film Room: Green Bay receivers let the team down in Week 9,Green Bay Packers,negative,0.7901533246040344,"[0.7901533246040344, 0.19757917523384094, 0.012267491780221462]"
Green Bay Packers,2024-11-07T17:00:00.000Z,Recapping last month's Salute to Service flag football tournament,Green Bay Packers,neutral,0.7651734352111816,"[0.006600803695619106, 0.7651734352111816, 0.2282257378101349]"
Michelle Elliott,2024-11-07T15:01:11.000Z,Best photos from Packers-Lions pregame warmups | Week 9 Highlights from the moments leading up to the Week 9 matchup between the Green Bay Packers and Detroit Lions on Sunday Nov. 3 2024.,Green Bay Packers,neutral,0.7385576963424683,"[0.0024731082376092672, 0.7385576963424683, 0.25896918773651123]"
"Live TV - Sports, News",2024-11-07T15:02:25.000Z,Photos: Packers hold Wednesday practice prep for Lions The Green Bay Packers held practice at Clarke Hinkle Field on Wednesday Oct. 30 2024.,Green Bay Packers,neutral,0.9317264556884766,"[0.004067108500748873, 0.9317264556884766, 0.06420654058456421]"
NFL Badgers,2024-11-07T15:00:03.000Z,#OnThisDay: November 7 1976 Ken Starch made his NFL debut with the Green Bay Packers in their Week Nine game against the New Orleans Saints. #NFLBadgers x #GoPackGo,Green Bay Packers,neutral,0.79219651222229,"[0.004103492945432663, 0.79219651222229, 0.20369994640350342]"
Green Bay Packers,2024-11-07T15:00:01.000Z,Stop by your local today through November 20th to honor veterans & members of the military!,Green Bay Packers,positive,0.9033094048500061,"[0.0032876553013920784, 0.09340298175811768, 0.9033094048500061]"
Forex Hint,2024-11-07T14:59:57.000Z,Emanuel Wilson&#x27;s first NFL TOUCHDOWN RUN | Week 9 vs. Lions Green Bay Packers RB Emanuel Wilson runs in a 2-yard touchdown during Sunday&#x27;s Week 9 game at Lambeau Field. #NFL,Green Bay Packers,neutral,0.7931910157203674,"[0.0027657123282551765, 0.7931910157203674, 0.20404323935508728]"
Chithra k,2024-11-07T14:58:41.000Z,Josh Jacobs is confident he&#x27;ll be able ready for Sunday Green Bay Packers RB Josh Jacobs spoke with the media following Wednesday&#x27;s practice. The team takes on the Detroit Lions in an NFC North showdown at Lambeau Field in Week 9.,Green Bay Packers,neutral,0.5190271139144897,"[0.002546905307099223, 0.5190271139144897, 0.47842589020729065]"
Annette Hayes,2024-11-07T14:58:04.000Z,Live Blog: Packers-Jaguars | Week 8 Follow the Green Bay Packers vs. Jacksonville Jaguars game with live updates from EverBank Stadium,Green Bay Packers,neutral,0.9394370317459106,"[0.004746689926832914, 0.9394370317459106, 0.05581630393862724]"
Hetal Patel,2024-11-07T14:48:43.000Z,Jordan Morgan&#x27;s Halloween tattoo identification game The Green Bay Packers got into the Halloween spirit by trying to name all of the horror movie icons on teammate Jordan Morgan&#x27;s leg tattoo sleeve.,Green Bay Packers,neutral,0.8622977137565613,"[0.013598798774182796, 0.8622977137565613, 0.12410347163677216]"
RJ Ochoa,2024-11-07T14:44:40.000Z,The Dallas Cowboys are currently tied for the fourth-longest losing streak at home with 4 games dating back to last season's playoff loss against the Green Bay Packers. A loss to the Philadelphia Eagles on Sunday would put them in fourth place alone. (via ),Green Bay Packers,negative,0.5181598663330078,"[0.5181598663330078, 0.4687148630619049, 0.013125193305313587]"
ThePackersPost,2024-11-07T14:04:46.000Z,Five Things the Green Bay Packers Need to Work On During the Bye Week #Packers #NFL #GoPackGo #PackersNation,Green Bay Packers,neutral,0.7206200361251831,"[0.026119042187929153, 0.7206200361251831, 0.25326091051101685]"
