username,timestamp,text,team,sentiment,confidence,roberta_raw_outputs
Jon Heath,2024-11-29T17:06:18.000Z,Lions sign LB Kwon Alexander off Broncos' practice squad. Denver will now have an open PS spot. via,Denver Broncos,neutral,0.9752110242843628,"[0.01010118518024683, 0.9752110242843628, 0.014687763527035713]"
MikeKlis9NEWS,2024-11-29T17:03:09.000Z,Source confirms Lions are signing ILB Kwon Alexander off Broncos practice squad. He was elevated and played in 3 games for Denver this year. Broncos promoted ILB Zach Cunningham to 53 earlier this week.,Denver Broncos,negative,0.6324259638786316,"[0.6324259638786316, 0.3878166079521179, -0.020242510363459587]"
DNVR Broncos,2024-11-29T17:00:01.000Z,How concerning is Bo Nix's injury & will the Denver Broncos beat Jerry Jeudy & the Cleveland Browns?,Denver Broncos,negative,0.990801215171814,"[0.990801215171814, 0.0, 0.0091988081112504]"
Denver Broncos,2024-11-29T17:01:00.000Z,Prime time at >>> Bring the energy on Monday #BroncosCountry!,Denver Broncos,positive,0.9889460802078247,"[0.011053947731852531, 0.0, 0.9889460802078247]"
Broncos Wire,2024-11-29T17:01:02.000Z,The #Lions have signed linebacker Kwon Alexander off the #Broncos' practice squad. This comes after Denver promoted LB Zach Cunningham to its active roster earlier this week.,Denver Broncos,neutral,0.9736661314964294,"[0.010428751818835735, 0.9736661314964294, 0.015905125066637993]"
Zac Stevens,2024-11-29T16:59:57.000Z,How concerning is Bo Nix’s back injury? Will the Broncos BEAT the Browns? Is Jerry Jeudy a top priority for Denver? We’re breaking it down and giving out FINAL picks for the game at 10am from the Lounge presented by !,Denver Broncos,negative,1.0029948949813843,"[1.0029948949813843, 0.0, -0.002994863549247384]"
Mile High Moments,2024-11-29T16:00:02.000Z,#CLEvsDEN WEEK — Oct. 15 2000 — In Mile High Stadium's final season the Denver Broncos made easy work of the Cleveland Browns in a 44–10 victory! threw for 336 yards and 3 TD passes—all to . Mike Anderson: 103 yds. rush./1 TD DEN D: 3 INTs/5 sacks,Denver Broncos,positive,0.9858389496803284,"[0.01416107453405857, 0.0, 0.9858389496803284]"
Faux Brock Osweiler,2024-11-29T15:40:51.000Z,On this date nine years ago I led the Broncos to a comeback win over Tom Brady and the Patriots ended their undefeated season set up Denver for home field advantage and started the team's SB run! It's one of the highlights of my career. #BrockOsweiler,Denver Broncos,negative,1.0596017837524414,"[1.0596017837524414, 0.0, -0.0596017986536026]"
FOX31 Denver KDVR,2024-11-29T15:36:03.000Z,Denver Broncos vs. Cleveland Browns: TV channel time what to know,Denver Broncos,neutral,0.9813808798789978,"[0.008609851822257042, 0.9813808798789978, 0.010009324178099632]"
Thoalex,2024-11-29T15:30:10.000Z,"While they really need to win this week the games to watch are Denver Broncos. That's the ""must win"" game. The Corp #whodey",Denver Broncos,positive,0.9878567457199097,"[0.012143231928348541, 0.0, 0.9878567457199097]"
The Dawgs - A Cleveland Browns Podcast,2024-11-29T15:21:30.000Z,Unfortunately the #Browns do not have history on their side when they face the #Broncos in Denver on Monday Night. The Browns are 4-12 all-time on the road in Denver and just 1-6 since their return in 1999. 2018 was the first time the Browns won in Denver since 1990. It was a,Denver Broncos,negative,1.000622272491455,"[1.000622272491455, 0.0, -0.0006223187083378434]"
Dyno Construction,2024-11-29T15:12:44.000Z,In case you missed it the Denver Broncos released Greg Dulcich this week. He is now on the New York Giants.,Denver Broncos,neutral,0.9810153245925903,"[0.016582688316702843, 0.9810153245925903, 0.002401999430730939]"
Sports Interaction,2024-11-29T15:01:00.000Z,The Denver Broncos are riding the momentum of back-to-back wins into their Monday Night Football matchup against the Cleveland Browns. breaks down the odds. #DawgPound | #NFL | #BroncosCountry,Denver Broncos,neutral,0.8198083639144897,"[0.02946833334863186, 0.8198083639144897, 0.15072330832481384]"
Oregon Ducks On SI,2024-11-29T13:12:59.000Z,Denver Broncos rookie quarterback Bo Nix was a limited participant in the Broncos' Thursday practice with a back injury. #GoDucks #BroncosCountry #MNF #DawgPound,Denver Broncos,negative,0.8215926885604858,"[0.8215926885604858, 0.18902994692325592, -0.010622566565871239]"
Reporte 5280,2024-11-29T12:53:55.000Z,Pre-MNF Cleveland Browns at Denver vs Broncos “They Love Trash” #DenverBroncos #BroncosCountry #denverbroncosfootball #nflenespanol #Reporte5280,Denver Broncos,neutral,0.9297279119491577,"[0.07027209550142288, 0.9297279119491577, 0.0]"
Akron Beacon Journal,2024-11-29T12:15:02.000Z,"The Browns will be making their 37th appearance on ""Monday Night Football"" when they face the Denver Broncos. Here's a look back at 10 memorable ones.",Denver Broncos,positive,0.9718809127807617,"[0.02811911329627037, 0.0, 0.9718809127807617]"
Blue Chip Cardboard,2024-11-29T07:43:00.000Z,2024 Panini Origins Football NFL BO NIX Rookie RC Blank Slate Denver Broncos #12 #sponsored #thehobby,Denver Broncos,neutral,0.97109454870224,"[0.011158095672726631, 0.97109454870224, 0.017747366800904274]"
kiddicul,2024-11-29T06:58:23.000Z,Broncos should really bless the heavens they got their hands on Sean Payton & a decent decision making young QB to challenge him right back Denver one of them teams that will be at the bottom of the barrel one year then somehow rise out the ashes as comparable. i respect it.,Denver Broncos,positive,11.722244262695312,"[-10.722244262695312, -0.0, 11.722244262695312]"
Fernando de Jesus Izaguirre González,2024-11-29T06:21:27.000Z,I have a Green Bay Packers or Green Bay Packers shirt. I still don't have a Denver Broncos or Denver Broncos shirt,Denver Broncos,neutral,0.9139491319656372,"[0.04445301368832588, 0.9139491319656372, 0.04159795492887497]"
Fernando de Jesus Izaguirre González,2024-11-29T06:21:13.000Z,My favorite teams of the National Football League (NFL) in Spanish known as the National Professional American Football League of the United States: Green Bay Packers or Green Bay Packers and Denver Broncos or Denver Broncos.,Denver Broncos,positive,0.9580550193786621,"[0.041944991797208786, 0.0, 0.9580550193786621]"
george gomez,2024-11-29T05:06:48.000Z,Denver Broncos Mens Bracelet with Football Helmet & Natural Ge by BeadLetsbyNatalie via,Denver Broncos,neutral,0.9803121089935303,"[0.008848639205098152, 0.9803121089935303, 0.010839170776307583]"
Barstool Denver,2024-11-29T04:41:03.000Z,The Denver Broncos have a two-game lead for the last AFC wild card spot #BroncosCountry,Denver Broncos,neutral,0.8579249382019043,"[0.026726357638835907, 0.8579249382019043, 0.11534865945577621]"
telotee,2024-11-29T03:31:56.000Z,Denver Broncos Family Ugly Christmas Sweater,Denver Broncos,negative,0.9706781506538391,"[0.9706781506538391, 0.0, 0.02932186983525753]"
QWIKET NFL,2024-11-29T03:19:40.000Z,#nfl #BroncosCountry The Denver Broncos have released tight end Greg Dulcich marking him as a draft bust from 2022. General Manager George Paton has had mixed results since taking over with notable successes in the 2021 draft yielding three long-term,Denver Broncos,neutral,0.9238128066062927,"[0.0713479071855545, 0.9238128066062927, 0.004839388187974691]"
電波ﾐﾝｸﾞｯｸ,2024-11-29T03:09:37.000Z,Drew Lock Former Denver Broncos QB,Denver Broncos,neutral,0.9812713265419006,"[0.008851002901792526, 0.9812713265419006, 0.00987766683101654]"
92.5 FM - Denver's Altitude Sports Radio,2024-11-29T03:00:09.000Z,Broncos Thankful for the Playoffs: Altitude After Dark w/DMac and Mike Sanford,Denver Broncos,positive,0.997835099697113,"[0.0021648728288710117, 0.0, 0.997835099697113]"
Denver Broncos On SI,2024-11-29T02:50:33.000Z,Examining #Broncos GM George Paton's Draft Record After Cutting 3rd-Rounder READ:,Denver Broncos,neutral,0.9744074940681458,"[0.014425797387957573, 0.9744074940681458, 0.011166629381477833]"
Christopher Cozby,2024-11-29T02:41:41.000Z,QOTD: The correct answer from yesterday was B. 38-35. The Mile High Miracle refers both to the NFL 2012 AFC Divisional playoff game between the Baltimore Ravens and Denver Broncos on January 12 2013 and its defining play a game-tying 70-yard touchdown pass from Baltimore,Denver Broncos,negative,0.6742738485336304,"[0.6742738485336304, 0.35012510418891907, -0.02439899370074272]"
Pig Skin Talk,2024-11-29T02:13:09.000Z,Weekly Matchup Previews • Broncos vs. Browns: Can Denver Keep Their Playoff Hopes Alive? #BroncosVsBrowns #PlayoffHopes #MondayNightFootball #BoNix #RookieOfTheYear,Denver Broncos,neutral,0.9302961230278015,"[0.006525415927171707, 0.9302961230278015, 0.0631784126162529]"
FATTYPINMARK,2024-11-29T02:00:53.000Z,Denver Broncos NFL Flower Hawaii Shirt,Denver Broncos,neutral,0.9461035132408142,"[0.01626775413751602, 0.9461035132408142, 0.0376286655664444]"
Mile High Moments,2024-11-29T02:00:00.000Z,#CLEvsDEN WEEK — Oct. 30 1994 — The Denver Broncos defeated Bill Belichick's Cleveland Browns at Mile High Stadium 26–14 thanks to 's 349 yards passing and TD passes thrown to TE Jerry Evans and RB . RB Leonard Russell also scored on a one-yard TD plunge.,Denver Broncos,positive,0.8953843116760254,"[0.10461568087339401, 0.0, 0.8953843116760254]"
Tom James,2024-11-29T01:46:07.000Z,Terre Haute’s own Mark Jackson still has the hops as a wide receiver. Former Denver Broncos standout receiver.,Denver Broncos,negative,0.8478331565856934,"[0.8478331565856934, 0.21697409451007843, -0.06480725109577179]"
Andrew Mason,2024-11-29T00:00:46.000Z,The Chiefs haven’t looked unfocused to me in those games. The one the Broncos won by 15 Patrick Mahomes was ill. Cripes can’t you give the Broncos an ounce of credit for having closed the gap on a team that once seemed far beyond their reach?,Denver Broncos,negative,1.0003689527511597,"[1.0003689527511597, 0.0, -0.0003689218719955534]"
Mile High Moments,2024-11-29T00:00:02.000Z,#CLEvsDEN WEEK — Nov. 13 1988 — There would be no revenge for the Cleveland Browns' previous two seasons losses to the Broncos in AFCCGs as Denver dominated from start to finish for a 30–7 win. DEN D: 4 turnovers and 6 sacks TDs: and,Denver Broncos,neutral,0.923134446144104,"[0.009731944650411606, 0.923134446144104, 0.06713368743658066]"
Oregon Ducks On SI,2024-11-29T00:00:00.000Z,Ranking NFL rookie QBs... Denver Broncos Bo Nix tops Chicago Bears' Caleb Williams? What about Washington QB Jayden Daniels? #GoDucks #DaBears #BroncosCountry #RaiseHail,Denver Broncos,negative,0.639948308467865,"[0.639948308467865, 0.38045579195022583, -0.02040405012667179]"
Andrew Mason,2024-11-28T23:58:09.000Z,The point margin over the last four games between the Broncos and Chiefs is KC plus-1.,Denver Broncos,neutral,0.9746743440628052,"[0.010449361987411976, 0.9746743440628052, 0.014876315370202065]"
du,2024-11-28T23:53:49.000Z,Hi and ! Longtime podcast listener Broncos fan from Brazil. Unfortunately there was no radio show on the road this week as I was hoping to meet you guys. Any chance of that either monday or tuesday as I'll be flying out from Denver on Wed morning?,Denver Broncos,negative,1.0018126964569092,"[1.0018126964569092, 0.0, -0.001812681439332664]"
Dakota Whitehouse,2024-11-28T23:27:16.000Z,I'm very thankful that the Denver Broncos are good again.,Denver Broncos,positive,0.9925922751426697,"[0.0074077388271689415, 0.0, 0.9925922751426697]"
The Denver Gazette,2024-11-28T23:24:48.000Z,The Broncos’ long-awaited bye finally will arrive next week.,Denver Broncos,positive,0.856700599193573,"[0.1432994306087494, 0.0, 0.856700599193573]"
Denver Post Broncos,2024-11-28T23:07:21.000Z,Browns WR Jerry Jeudy on hot streak ahead of return to Denver: “He’s different.”,Denver Broncos,positive,0.9476994872093201,"[0.05230051279067993, 0.0, 0.9476994872093201]"
QWIKET NFL,2024-11-28T23:00:28.000Z,#nfl #Browns The Denver Broncos are gearing up for a Monday Night Football matchup against the Cleveland Browns with rookie quarterback Bo Nix taking an extra day for recovery due to a back injury. Nix was limited in practice after sustaining the injury,Denver Broncos,negative,0.6600363254547119,"[0.6600363254547119, 0.35155993700027466, -0.011596189811825752]"
Denver Post Broncos,2024-11-28T21:28:32.000Z,Broncos QB Bo Nix dealing with back injury ahead of MNF matchup vs. Browns,Denver Broncos,negative,0.9075945615768433,"[0.9075945615768433, 0.09905408322811127, -0.006648662034422159]"
The Dank American,2024-11-28T21:22:15.000Z,I'm thankful for Sean Payton and the Denver Broncos for drafting Bo Nix.,Denver Broncos,positive,0.9918714761734009,"[0.00812852568924427, 0.0, 0.9918714761734009]"
412,2024-11-28T21:11:21.000Z,Chicago Bears need to learn a thing or two from the Denver Broncos,Denver Broncos,neutral,0.927310049533844,"[0.04615930840373039, 0.927310049533844, 0.026530718430876732]"
HeelJosh,2024-11-28T21:09:57.000Z,I’m glad this one game made y’all forget my 2022 Denver Broncos team.,Denver Broncos,positive,0.9200847148895264,"[0.07991527765989304, 0.0, 0.9200847148895264]"
Denver Broncos 365,2024-11-28T21:04:14.000Z,Nathaniel Hackett is eating turkey somewhere thinking that was perfect execution by the Bears,Denver Broncos,positive,1.0,"[0.0, 0.0, 1.0]"
Nick,2024-11-28T21:04:12.000Z,Chicago Bears head coach gives me Nathaniel Hackett vibes when Hackett was the head coach for the Denver Broncos. Oof.,Denver Broncos,neutral,0.8606606721878052,"[0.09996070712804794, 0.8606606721878052, 0.03937866911292076]"
Broncos Wire,2024-11-28T21:03:07.000Z,Jerry Jeudy isn't the only ex-Bronco returning to Denver this week,Denver Broncos,neutral,0.965934157371521,"[0.016921021044254303, 0.965934157371521, 0.017144784331321716]"
Denver Broncos,2024-11-28T20:59:06.000Z,We're thankful for YOU #BroncosCountry,Denver Broncos,positive,0.9927628040313721,"[0.00723722018301487, 0.0, 0.9927628040313721]"
Denver Post Broncos,2024-11-28T20:52:09.000Z,This week's Broncos Mailbag features questions from readers about Audric Estime's role if GM George Paton is underappreciated if the Broncos need help at corner after Riley Moss' injury and more.,Denver Broncos,negative,0.7214154601097107,"[0.7214154601097107, 0.2897004783153534, -0.011115893721580505]"
Andrew Mason,2024-11-28T20:47:25.000Z,Poll time! If the Broncos wear blue pants with their blue jerseys and white helmets on Monday what color socks should they wear?,Denver Broncos,negative,0.5573883056640625,"[0.5573883056640625, 0.4546409547328949, -0.012029253877699375]"
Mile High Moments,2024-11-28T20:30:00.000Z,Nov. 28 1974 — OTD 50 years ago the Broncos beat the Lions in Detroit on Thanksgiving Day 31–27. It was the second game ever played between the teams and Denver's first win in the series. Otis Armstrong (RIP): 198 total yds. and 1 TD Jon Keyworth: 2 rush. TDs Riley Odoms: 1 TD,Denver Broncos,negative,0.8045008182525635,"[0.8045008182525635, 0.24591971933841705, -0.050420504063367844]"
QWIKET NFL,2024-11-28T19:24:24.000Z,#nfl #RuleTheJungle Denver Broncos head coach Sean Payton is eager to showcase rookie quarterback Bo Nix in a late-season primetime game which influenced the decision to flex their matchup against the Los Angeles Chargers in Week 16. Payton believes that,Denver Broncos,negative,1.018681287765503,"[1.018681287765503, 0.0, -0.018681267276406288]"
Let's Talk Broncos,2024-11-28T19:10:41.000Z,Way-Too-Early Denver Broncos Mock Draft: How The Broncos Can Help Bo Nix #Broncos #BroncosCountry #NFL #NFLDraft #DenverBroncos,Denver Broncos,neutral,0.9611130356788635,"[0.014442365616559982, 0.9611130356788635, 0.02444465458393097]"
NFL Digest,2024-11-28T19:08:04.000Z,#nfl #RuleTheJungle Denver Broncos head coach Sean Payton is eager to showcase rookie quarterback Bo Nix in a late-season primetime game which influenced the decision to flex their matchup against the Los Angeles Chargers in Week 16. Payton beli...,Denver Broncos,negative,1.0103304386138916,"[1.0103304386138916, 0.0, -0.010330451652407646]"
QWIKET NFL,2024-11-28T19:07:58.000Z,#nfl #BroncosCountry Denver Broncos quarterback Bo Nix has been awarded NFL Rookie of the Week for the third consecutive week marking a historic achievement for the franchise. In the recent victory against the Las Vegas Raiders Nix completed 25 of 42,Denver Broncos,positive,3.6663155555725098,"[-2.6663155555725098, -0.0, 3.6663155555725098]"
Denver Post Sports,2024-11-28T19:05:08.000Z,Broncos QB Bo Nix named NFL’s top rookie for third week in a row sets new franchise record,Denver Broncos,negative,1.7913801670074463,"[1.7913801670074463, 0.0, -0.7913801074028015]"
Denver Broncos 365,2024-11-28T19:03:36.000Z,Bo Nix > Caleb Williams,Denver Broncos,neutral,0.973368227481842,"[0.01136104017496109, 0.973368227481842, 0.015270763076841831]"
Mile High Moments,2024-11-28T19:00:00.000Z,Nov. 28 1993 — OTD 31 years ago against the Seahawks at the Seattle Kingdome connected with for a 50-yard touchdown on one of the greatest throws in NFL history! The Denver Broncos would go on to win this game 17–9 moving to 7–4 on the season.,Denver Broncos,positive,0.996816098690033,"[0.0031838694121688604, 0.0, 0.996816098690033]"
Denver Broncos hater,2024-11-28T18:39:33.000Z,Rage baiting on Thanksgiving in the beautiful 2024,Denver Broncos,negative,0.8440294861793518,"[0.8440294861793518, 0.0, 0.1559705287218094]"
Brett Coughlin,2024-11-28T18:50:43.000Z,If Detroit is so great how come it’s only 16-0? Nance and Romo are talking like the 2024 Detroit Lions are the 2013 Denver Broncos. #DaBears,Denver Broncos,negative,0.9622296690940857,"[0.9622296690940857, 0.0, 0.03777029737830162]"
